gen,mejorfitness,mediapoblacion
1147,0.9717,0.6896
1148,0.9717,0.4555
1149,0.9717,0.3998
1150,0.9717,0.5102
1151,0.9717,0.6236
1152,0.9717,0.4774
1153,0.9717,0.4434
1154,0.9717,0.5917
1155,0.9717,0.5134
1156,0.9717,0.4961
1157,0.9717,0.4756
1158,0.9717,0.4597
1159,0.9717,0.3544
1160,0.9717,0.5700
1161,0.9717,0.3659
1162,0.9717,0.5864
1163,0.9717,0.4515
1164,0.9717,0.3892
1165,0.9717,0.5958
1166,0.9717,0.6247
1167,0.9717,0.5050
1168,0.9717,0.2538
1169,0.9717,0.3782
1170,0.9717,0.3867
1171,0.9717,0.4027
1172,0.9717,0.5936
1173,0.9717,0.6024
1174,0.9717,0.6225
1175,0.9717,0.2628
1176,0.9717,0.3814
1177,0.9717,0.4266
1178,0.9717,0.3866
1179,0.9717,0.4547
1180,0.9717,0.3526
1181,0.9717,0.4768
1182,0.9717,0.3427
1183,0.9717,0.4248
1184,0.9717,0.4312
1185,0.9717,0.5044
1186,0.9717,0.3962
1187,0.9717,0.4336
1188,0.9717,0.5436
1189,0.9717,0.5317
1190,0.9717,0.5443
1191,0.9717,0.4484
1192,0.9717,0.5607
1193,0.9717,0.6259
1194,0.9717,0.4464
1195,0.9717,0.5621
1196,0.9717,0.5666
1197,0.9717,0.5958
1198,0.9717,0.3330
1199,0.9717,0.4086
1200,0.9717,0.5551
1201,0.9717,0.5721
1202,0.9717,0.6244
1203,0.9717,0.3581
1204,0.9717,0.4199
1205,0.9717,0.5879
1206,0.9717,0.5458
1207,0.9717,0.3831
1208,0.9717,0.6951
1209,0.9717,0.6128
1210,0.9717,0.6581
1211,0.9717,0.5599
1212,0.9717,0.3737
1213,0.9717,0.4492
1214,0.9717,0.5255
1215,0.9717,0.5016
1216,0.9717,0.5491
1217,0.9717,0.2995
1218,0.9717,0.2531
1219,0.9717,0.5040
1220,0.9717,0.4747
1221,0.9717,0.5440
1222,0.9717,0.4757
1223,0.9717,0.5789
1224,0.9717,0.6968
1225,0.9717,0.6376
1226,0.9717,0.6316
1227,0.9717,0.5736
1228,0.9717,0.4163
1229,0.9717,0.6195
1230,0.9717,0.5712
1231,0.9717,0.4749
1232,0.9717,0.5331
1233,0.9717,0.4162
1234,0.9717,0.5788
1235,0.9717,0.4812
1236,0.9717,0.4822
1237,0.9717,0.4932
1238,0.9717,0.4568
1239,0.9717,0.5012
1240,0.9717,0.5169
1241,0.9717,0.5253
1242,0.9717,0.4815
1243,0.9717,0.4649
1244,0.9717,0.6651
1245,0.9717,0.4964
1246,0.9717,0.4829
1247,0.9717,0.5924
1248,0.9717,0.5518
1249,0.9717,0.4714
1250,0.9717,0.6364
1251,0.9717,0.5110
1252,0.9717,0.3933
1253,0.9717,0.4540
1254,0.9717,0.6141
1255,0.9717,0.4126
1256,0.9717,0.5347
1257,0.9717,0.6221
1258,0.9717,0.5054
1259,0.9717,0.5329
1260,0.9717,0.6001
1261,0.9717,0.3590
1262,0.9717,0.4296
1263,0.9717,0.6190
1264,0.9717,0.7047
1265,0.9717,0.5759
1266,0.9717,0.4597
1267,0.9717,0.4148
1268,0.9717,0.4827
1269,0.9717,0.7225
1270,0.9717,0.5419
1271,0.9717,0.6742
1272,0.9717,0.5481
1273,0.9717,0.4952
1274,0.9717,0.6261
1275,0.9717,0.4728
1276,0.9717,0.5275
1277,0.9717,0.6488
1278,0.9717,0.4232
1279,0.9717,0.3318
1280,0.9717,0.3832
1281,0.9717,0.4200
1282,0.9717,0.4576
1283,0.9717,0.5452
1284,0.9717,0.5646
1285,0.9717,0.5129
1286,0.9717,0.7411
1287,0.9717,0.5975
1288,0.9717,0.4492
1289,0.9717,0.4884
1290,0.9717,0.3177
1291,0.9717,0.3823
1292,0.9717,0.4511
1293,0.9717,0.6330
1294,0.9717,0.4401
1295,0.9717,0.5633
1296,0.9717,0.5505
1297,0.9717,0.5124
1298,0.9717,0.5121
1299,0.9717,0.5075
1300,0.9717,0.5706
1301,0.9717,0.5074
1302,0.9717,0.4355
1303,0.9717,0.6139
1304,0.9717,0.5889
1305,0.9717,0.4969
1306,0.9717,0.5551
1307,0.9717,0.5125
1308,0.9717,0.5213
1309,0.9717,0.6879
1310,0.9717,0.6676
1311,0.9717,0.6069
1312,0.9717,0.4441
1313,0.9717,0.5044
1314,0.9717,0.5979
1315,0.9717,0.4429
1316,0.9717,0.6697
1317,0.9717,0.4906
1318,0.9717,0.5302
1319,0.9717,0.5224
1320,0.9717,0.3972
1321,0.9717,0.3241
1322,0.9717,0.5071
1323,0.9717,0.4943
1324,0.9717,0.6240
1325,0.9717,0.6935
1326,0.9717,0.7969
1327,0.9717,0.6131
1328,0.9717,0.6146
1329,0.9717,0.3785
1330,0.9717,0.3880
1331,0.9717,0.5059
1332,0.9717,0.4403
1333,0.9717,0.5610
1334,0.9717,0.4617
1335,0.9717,0.5009
1336,0.9717,0.6860
1337,0.9717,0.7623
1338,0.9717,0.5606
1339,0.9717,0.5895
1340,0.9717,0.5543
1341,0.9717,0.5249
1342,0.9717,0.4845
1343,0.9717,0.4297
1344,0.9717,0.7098
1345,0.9717,0.5413
1346,0.9717,0.6200
1347,0.9717,0.5142
1348,0.9717,0.3373
1349,0.9717,0.4214
1350,0.9717,0.4565
1351,0.9717,0.2960
1352,0.9717,0.3545
1353,0.9717,0.4316
1354,0.9717,0.6176
1355,0.9717,0.4986
1356,0.9717,0.5123
1357,0.9717,0.6145
1358,0.9717,0.6748
1359,0.9717,0.7101
1360,0.9717,0.3020
1361,0.9717,0.5291
1362,0.9717,0.7574
1363,0.9717,0.4857
1364,0.9717,0.4922
1365,0.9717,0.6406
1366,0.9717,0.6407
1367,0.9717,0.4986
1368,0.9717,0.5325
1369,0.9717,0.4317
1370,0.9717,0.4428
1371,0.9717,0.4935
1372,0.9717,0.5350
1373,0.9717,0.5891
1374,0.9717,0.4768
1375,0.9717,0.3565
1376,0.9717,0.5662
1377,0.9717,0.4820
1378,0.9717,0.6654
1379,0.9717,0.5386
1380,0.9717,0.5786
1381,0.9717,0.5576
1382,0.9717,0.5373
1383,0.9717,0.7829
1384,0.9717,0.3582
1385,0.9717,0.3716
1386,0.9717,0.4900
1387,0.9717,0.5732
1388,0.9717,0.4168
1389,0.9717,0.3875
1390,0.9717,0.4261
1391,0.9717,0.5231
1392,0.9717,0.4932
1393,0.9717,0.4058
1394,0.9717,0.5557
1395,0.9717,0.5713
1396,0.9717,0.4313
1397,0.9717,0.5384
1398,0.9717,0.3669
1399,0.9717,0.7381
1400,0.9717,0.5252
1401,0.9717,0.4753
1402,0.9717,0.4695
1403,0.9717,0.4402
1404,0.9717,0.4143
1405,0.9717,0.5734
1406,0.9717,0.5621
1407,0.9717,0.7335
1408,0.9717,0.7412
1409,0.9717,0.5741
1410,0.9717,0.6033
1411,0.9717,0.4662
1412,0.9717,0.3886
1413,0.9717,0.3889
1414,0.9717,0.5217
1415,0.9717,0.5462
1416,0.9717,0.4899
1417,0.9717,0.5345
1418,0.9717,0.5733
1419,0.9717,0.5970
1420,0.9717,0.6695
1421,0.9717,0.4255
1422,0.9717,0.4342
1423,0.9717,0.6082
1424,0.9717,0.5331
1425,0.9717,0.4536
1426,0.9717,0.5562
1427,0.9717,0.6121
1428,0.9717,0.5641
1429,0.9717,0.4185
1430,0.9717,0.4053
1431,0.9717,0.4965
1432,0.9717,0.5068
1433,0.9717,0.6034
1434,0.9717,0.4466
1435,0.9717,0.3295
1436,0.9717,0.4332
1437,0.9717,0.5492
1438,0.9717,0.7597
1439,0.9717,0.6008
1440,0.9717,0.6934
1441,0.9717,0.4418
1442,0.9717,0.5867
1443,0.9717,0.5027
1444,0.9717,0.5032
1445,0.9717,0.6673
1446,0.9717,0.3821
1447,0.9717,0.6064
1448,0.9717,0.6571
1449,0.9717,0.6326
1450,0.9717,0.6306
1451,0.9717,0.6118
1452,0.9717,0.6009
1453,0.9717,0.6162
1454,0.9717,0.6419
1455,0.9717,0.4868
1456,0.9717,0.5832
1457,0.9717,0.5926
1458,0.9717,0.8064
1459,0.9717,0.5464
1460,0.9717,0.5798
1461,0.9717,0.5132
1462,0.9717,0.4615
1463,0.9717,0.4517
1464,0.9717,0.6086
1465,0.9717,0.4886
1466,0.9717,0.6289
1467,0.9717,0.5478
1468,0.9717,0.6162
1469,0.9717,0.4661
1470,0.9717,0.4329
1471,0.9717,0.6332
1472,0.9717,0.5480
1473,0.9717,0.4806
1474,0.9717,0.6587
1475,0.9717,0.4607
1476,0.9717,0.4478
1477,0.9717,0.4199
1478,0.9717,0.4315
1479,0.9717,0.5340
1480,0.9717,0.6185
1481,0.9717,0.5347
1482,0.9717,0.6023
1483,0.9717,0.3761
1484,0.9717,0.4473
1485,0.9717,0.3512
1486,0.9717,0.4921
1487,0.9717,0.3910
1488,0.9717,0.4567
1489,0.9717,0.3951
1490,0.9717,0.4676
1491,0.9717,0.5604
1492,0.9717,0.4952
1493,0.9717,0.7585
1494,0.9717,0.7716
1495,0.9717,0.3800
1496,0.9717,0.5402
1497,0.9717,0.5356
1498,0.9717,0.7417
1499,0.9717,0.4996
1500,0.9717,0.6144
1501,0.9717,0.5286
1502,0.9717,0.4339
1503,0.9717,0.3085
1504,0.9717,0.4951
1505,0.9717,0.4939
1506,0.9717,0.5126
1507,0.9717,0.5365
1508,0.9717,0.4793
1509,0.9717,0.5914
1510,0.9717,0.3141
1511,0.9717,0.5266
1512,0.9717,0.5912
1513,0.9717,0.5777
1514,0.9717,0.6165
1515,0.9717,0.6235
1516,0.9717,0.6874
1517,0.9717,0.5805
1518,0.9717,0.4135
1519,0.9717,0.4005
1520,0.9717,0.5630
1521,0.9717,0.5458
1522,0.9717,0.7135
1523,0.9717,0.4229
1524,0.9717,0.5797
1525,0.9717,0.6097
1526,0.9717,0.5343
1527,0.9717,0.4626
1528,0.9717,0.5239
1529,0.9717,0.7162
1530,0.9717,0.3921
1531,0.9717,0.4094
1532,0.9717,0.2706
1533,0.9717,0.3940
1534,0.9717,0.3754
1535,0.9717,0.6017
1536,0.9717,0.4668
1537,0.9717,0.4826
1538,0.9717,0.5822
1539,0.9717,0.5196
1540,0.9717,0.5642
1541,0.9717,0.5276
1542,0.9717,0.3978
1543,0.9717,0.4139
1544,0.9717,0.5674
1545,0.9717,0.5709
1546,0.9717,0.4847
1547,0.9717,0.7035
1548,0.9717,0.4591
1549,0.9717,0.5705
1550,0.9717,0.5381
1551,0.9717,0.5156
1552,0.9717,0.5333
1553,0.9717,0.3801
1554,0.9717,0.4518
1555,0.9717,0.5105
1556,0.9717,0.5426
1557,0.9717,0.4687
1558,0.9717,0.4963
1559,0.9717,0.4743
1560,0.9717,0.4141
1561,0.9717,0.5226
1562,0.9717,0.6652
1563,0.9717,0.4988
1564,0.9717,0.4276
1565,0.9717,0.6384
1566,0.9717,0.5323
1567,0.9717,0.6341
1568,0.9717,0.5340
1569,0.9717,0.4881
1570,0.9717,0.5043
1571,0.9717,0.4017
1572,0.9717,0.6009
1573,0.9717,0.5612
1574,0.9717,0.5002
1575,0.9717,0.6140
1576,0.9717,0.6033
1577,0.9717,0.3965
1578,0.9717,0.4686
1579,0.9717,0.4102
1580,0.9717,0.2929
1581,0.9717,0.4276
1582,0.9717,0.4567
1583,0.9717,0.5560
1584,0.9717,0.5146
1585,0.9717,0.6589
1586,0.9717,0.6661
1587,0.9717,0.6843
1588,0.9717,0.5209
1589,0.9717,0.5890
1590,0.9717,0.6892
1591,0.9717,0.4670
1592,0.9717,0.5743
1593,0.9717,0.6187
1594,0.9717,0.4914
1595,0.9717,0.5829
1596,0.9717,0.5247
1597,0.9717,0.5514
1598,0.9717,0.5191
1599,0.9717,0.4289
1600,0.9717,0.5829
1601,0.9717,0.5060
1602,0.9717,0.3841
1603,0.9717,0.4597
1604,0.9717,0.5100
1605,0.9717,0.4848
1606,0.9717,0.5064
1607,0.9717,0.2287
1608,0.9717,0.4075
1609,0.9717,0.5187
1610,0.9717,0.5109
1611,0.9717,0.4059
1612,0.9717,0.3131
1613,0.9717,0.6127
1614,0.9717,0.3861
1615,0.9717,0.4459
1616,0.9717,0.4684
1617,0.9717,0.3993
1618,0.9717,0.5356
1619,0.9717,0.6601
1620,0.9717,0.6939
1621,0.9717,0.6086
1622,0.9717,0.5302
1623,0.9717,0.4840
1624,0.9717,0.5335
1625,0.9717,0.4298
1626,0.9717,0.6267
1627,0.9717,0.6514
1628,0.9717,0.6141
1629,0.9717,0.4635
1630,0.9717,0.5546
1631,0.9717,0.5919
1632,0.9717,0.6882
1633,0.9717,0.6284
1634,0.9717,0.5997
1635,0.9717,0.5773
1636,0.9717,0.6019
1637,0.9717,0.7232
1638,0.9717,0.4390
1639,0.9717,0.5822
1640,0.9717,0.7279
1641,0.9717,0.4547
1642,0.9717,0.6371
1643,0.9717,0.5055
1644,0.9717,0.6416
1645,0.9717,0.3442
1646,0.9717,0.3766
1647,0.9717,0.4270
1648,0.9717,0.5222
1649,0.9717,0.4658
1650,0.9717,0.4981
1651,0.9717,0.5111
1652,0.9717,0.6972
1653,0.9717,0.4860
1654,0.9717,0.3455
1655,0.9717,0.4851
1656,0.9717,0.4927
1657,0.9717,0.3858
1658,0.9717,0.5986
1659,0.9717,0.5488
1660,0.9717,0.5675
1661,0.9717,0.4912
1662,0.9717,0.3926
1663,0.9717,0.3870
1664,0.9717,0.3873
1665,0.9717,0.6131
1666,0.9717,0.5376
1667,0.9717,0.2997
1668,0.9717,0.5263
1669,0.9717,0.6699
1670,0.9717,0.4607
1671,0.9717,0.4522
1672,0.9717,0.4334
1673,0.9717,0.2494
1674,0.9717,0.3625
1675,0.9717,0.3461
1676,0.9717,0.4678
1677,0.9717,0.5817
1678,0.9717,0.4987
1679,0.9717,0.3611
1680,0.9717,0.2684
1681,0.9717,0.6230
1682,0.9717,0.3781
1683,0.9717,0.3302
1684,0.9717,0.6535
1685,0.9717,0.3937
1686,0.9717,0.3741
1687,0.9717,0.3250
1688,0.9717,0.4953
1689,0.9717,0.5510
1690,0.9717,0.6364
1691,0.9717,0.6419
1692,0.9717,0.6652
1693,0.9717,0.5245
1694,0.9717,0.5264
1695,0.9717,0.6516
1696,0.9717,0.5657
1697,0.9717,0.4424
1698,0.9717,0.6059
1699,0.9717,0.6677
1700,0.9717,0.6846
1701,0.9717,0.5033
1702,0.9717,0.4482
1703,0.9717,0.5138
1704,0.9717,0.5502
1705,0.9717,0.4509
1706,0.9717,0.5311
1707,0.9717,0.6073
1708,0.9717,0.6957
1709,0.9717,0.4253
1710,0.9717,0.3437
1711,0.9717,0.5668
1712,0.9717,0.6967
1713,0.9717,0.3983
1714,0.9717,0.4824
1715,0.9717,0.5871
1716,0.9717,0.6334
1717,0.9717,0.6050
1718,0.9717,0.6071
1719,0.9717,0.6722
1720,0.9717,0.7347
1721,0.9717,0.5772
1722,0.9717,0.5386
1723,0.9717,0.5307
1724,0.9717,0.4183
1725,0.9717,0.6776
1726,0.9717,0.5161
1727,0.9717,0.5644
1728,0.9717,0.6507
1729,0.9717,0.4450
1730,0.9717,0.4154
1731,0.9717,0.5363
1732,0.9717,0.6307
1733,0.9717,0.4668
1734,0.9717,0.5028
1735,0.9717,0.5613
1736,0.9717,0.6510
1737,0.9717,0.5540
1738,0.9717,0.6929
1739,0.9717,0.4420
1740,0.9717,0.5052
1741,0.9717,0.7179
1742,0.9717,0.4469
1743,0.9717,0.4591
1744,0.9717,0.5742
1745,0.9717,0.5746
1746,0.9717,0.4446
1747,0.9717,0.4895
1748,0.9717,0.5649
1749,0.9717,0.3069
1750,0.9717,0.2609
1751,0.9717,0.4938
1752,0.9717,0.4349
1753,0.9717,0.5540
1754,0.9717,0.5333
1755,0.9717,0.4934
1756,0.9717,0.5728
1757,0.9717,0.5257
1758,0.9717,0.5074
1759,0.9717,0.7349
1760,0.9717,0.6963
1761,0.9717,0.4897
1762,0.9717,0.6660
1763,0.9717,0.6190
1764,0.9717,0.6102
1765,0.9717,0.6269
1766,0.9717,0.6915
1767,0.9717,0.6816
