gen,mejorfitness,mediapoblacion
1147,0.7756,0.4630
1148,0.7756,0.4173
1149,0.7756,0.3646
1150,0.7756,0.4835
1151,0.7756,0.3866
1152,0.7756,0.3974
1153,0.7756,0.4708
1154,0.7756,0.3538
1155,0.7756,0.3300
1156,0.7756,0.4396
1157,0.7756,0.4424
1158,0.7756,0.5142
1159,0.7756,0.5491
1160,0.7756,0.6408
1161,0.7756,0.4782
1162,0.7756,0.4208
1163,0.7756,0.4942
1164,0.7756,0.3373
1165,0.7756,0.3396
1166,0.7756,0.2945
1167,0.7756,0.3179
1168,0.7756,0.3414
1169,0.7756,0.3199
1170,0.7756,0.3080
1171,0.7756,0.2572
1172,0.7756,0.3256
1173,0.7756,0.3334
1174,0.7756,0.4267
1175,0.7756,0.4294
1176,0.7756,0.3713
1177,0.7756,0.4476
1178,0.7756,0.5261
1179,0.7756,0.3595
1180,0.7756,0.3634
1181,0.7756,0.4432
1182,0.7756,0.6189
1183,0.7756,0.4799
1184,0.7756,0.4522
1185,0.7756,0.4952
1186,0.7756,0.5640
1187,0.7756,0.4817
1188,0.7756,0.4544
1189,0.7756,0.4583
1190,0.7756,0.4769
1191,0.7756,0.5048
1192,0.7756,0.5501
1193,0.7756,0.4738
1194,0.7756,0.4556
1195,0.7756,0.4058
1196,0.7756,0.3739
1197,0.7756,0.4734
1198,0.7756,0.3433
1199,0.7756,0.3899
1200,0.7756,0.4137
1201,0.7756,0.3939
1202,0.7756,0.5189
1203,0.7756,0.3343
1204,0.7756,0.5250
1205,0.7756,0.4560
1206,0.7756,0.3564
1207,0.7756,0.3646
1208,0.7756,0.4159
1209,0.7756,0.4451
1210,0.7756,0.3717
1211,0.7756,0.3421
1212,0.7756,0.3068
1213,0.7756,0.4714
1214,0.7756,0.4464
1215,0.7756,0.4468
1216,0.7756,0.3417
1217,0.7756,0.4083
1218,0.7756,0.4426
1219,0.7756,0.4441
1220,0.7756,0.3921
1221,0.7756,0.4166
1222,0.7756,0.4396
1223,0.7756,0.4224
1224,0.7756,0.4817
1225,0.7756,0.5006
1226,0.7756,0.4368
1227,0.7756,0.3780
1228,0.7756,0.3058
1229,0.7756,0.3972
1230,0.7756,0.4694
1231,0.7756,0.5447
1232,0.7756,0.4763
1233,0.7756,0.4054
1234,0.7756,0.3391
1235,0.7756,0.3711
1236,0.7756,0.5287
1237,0.7756,0.5742
1238,0.7756,0.5451
1239,0.7756,0.3438
1240,0.7756,0.3074
1241,0.7756,0.3468
1242,0.7756,0.4348
1243,0.7756,0.3744
1244,0.7756,0.3963
1245,0.7756,0.3385
1246,0.7756,0.3597
1247,0.7756,0.4429
1248,0.7756,0.4625
1249,0.7756,0.3899
1250,0.7756,0.4085
1251,0.7756,0.4886
1252,0.7756,0.4831
1253,0.7756,0.3156
1254,0.7756,0.5051
1255,0.7756,0.4616
1256,0.7756,0.4746
1257,0.7756,0.4859
1258,0.7756,0.4659
1259,0.7756,0.3876
1260,0.7756,0.3615
1261,0.7756,0.4691
1262,0.7756,0.2502
1263,0.7756,0.3611
1264,0.7756,0.4459
1265,0.7756,0.4812
1266,0.7756,0.4985
1267,0.7756,0.4384
1268,0.7756,0.4767
1269,0.7756,0.4950
1270,0.7756,0.3869
1271,0.7756,0.4446
1272,0.7756,0.3862
1273,0.7756,0.4979
1274,0.7756,0.4540
1275,0.7756,0.5193
1276,0.7756,0.4938
1277,0.7756,0.4670
1278,0.7756,0.3355
1279,0.7756,0.3592
1280,0.7756,0.3461
1281,0.7756,0.3799
1282,0.7756,0.5066
1283,0.7756,0.5196
1284,0.7756,0.3568
1285,0.7756,0.3545
1286,0.7756,0.5214
1287,0.7756,0.6066
1288,0.7756,0.4539
1289,0.7756,0.5283
1290,0.7756,0.4478
1291,0.7756,0.4224
1292,0.7756,0.4351
1293,0.7756,0.4720
1294,0.7756,0.4651
1295,0.7756,0.3846
1296,0.7756,0.3954
1297,0.7756,0.4380
1298,0.7756,0.4892
1299,0.7756,0.4435
1300,0.7756,0.4554
1301,0.7756,0.4680
1302,0.7756,0.5197
1303,0.7756,0.4238
1304,0.7756,0.4759
1305,0.7756,0.4381
1306,0.7756,0.3419
1307,0.7756,0.3513
1308,0.7756,0.4171
1309,0.7756,0.4321
1310,0.7756,0.4231
1311,0.7756,0.3886
1312,0.7756,0.3923
1313,0.7756,0.4829
1314,0.7756,0.4583
1315,0.7756,0.4728
1316,0.7756,0.4078
1317,0.7756,0.4037
1318,0.7756,0.4249
1319,0.7756,0.5362
1320,0.7756,0.5722
1321,0.7756,0.5141
1322,0.7756,0.3475
1323,0.7756,0.3969
1324,0.7756,0.3936
1325,0.7756,0.3552
1326,0.7756,0.4916
1327,0.7756,0.5401
1328,0.7756,0.5464
1329,0.7756,0.5713
1330,0.7756,0.3906
1331,0.7756,0.4391
1332,0.7756,0.3174
1333,0.7756,0.3631
1334,0.7756,0.3745
1335,0.7756,0.3479
1336,0.7756,0.3595
1337,0.7756,0.5072
1338,0.7756,0.4881
1339,0.7756,0.4025
1340,0.7756,0.5948
1341,0.7756,0.4575
1342,0.7756,0.4233
1343,0.7756,0.6504
1344,0.7756,0.5169
1345,0.7756,0.3610
1346,0.7756,0.5243
1347,0.7756,0.5663
1348,0.7756,0.3525
1349,0.7756,0.4146
1350,0.7756,0.4949
1351,0.7756,0.5056
1352,0.7756,0.3382
1353,0.7756,0.4802
1354,0.7756,0.2368
1355,0.7756,0.2764
1356,0.7756,0.3114
1357,0.7756,0.3568
1358,0.7756,0.3271
1359,0.7756,0.3132
1360,0.7756,0.4486
1361,0.7756,0.5006
1362,0.7756,0.5566
1363,0.7756,0.5209
1364,0.7756,0.3674
1365,0.7756,0.4509
1366,0.7756,0.3314
1367,0.7756,0.3925
1368,0.7756,0.3784
1369,0.7756,0.2764
1370,0.7756,0.4732
1371,0.7756,0.4471
1372,0.7756,0.4116
1373,0.7756,0.4710
1374,0.7756,0.4874
1375,0.7756,0.3635
1376,0.7756,0.3091
1377,0.7756,0.3777
1378,0.7756,0.5737
1379,0.7756,0.5121
1380,0.7756,0.4408
1381,0.7756,0.3782
1382,0.7756,0.4298
1383,0.7756,0.4562
1384,0.7756,0.4240
1385,0.7756,0.4954
1386,0.7756,0.5293
1387,0.7756,0.5320
1388,0.7756,0.3749
1389,0.7756,0.3876
1390,0.7756,0.4438
1391,0.7756,0.3967
1392,0.7756,0.4032
1393,0.7756,0.4387
1394,0.7756,0.5526
1395,0.7756,0.5343
1396,0.7756,0.4628
1397,0.7756,0.4974
1398,0.7756,0.4071
1399,0.7756,0.4590
1400,0.7756,0.4072
1401,0.7756,0.4811
1402,0.7756,0.2761
1403,0.7756,0.3886
1404,0.7756,0.5346
1405,0.7756,0.4419
1406,0.7756,0.5003
1407,0.7756,0.4160
1408,0.7756,0.4308
1409,0.7756,0.3973
1410,0.7756,0.4471
1411,0.7756,0.4789
1412,0.7756,0.4232
1413,0.7756,0.4319
1414,0.7756,0.3510
1415,0.7756,0.4539
1416,0.7756,0.3990
1417,0.7756,0.4409
1418,0.7756,0.3921
1419,0.7756,0.4717
1420,0.7756,0.4323
1421,0.7756,0.4772
1422,0.7756,0.4239
1423,0.7756,0.3868
1424,0.7756,0.3223
1425,0.7756,0.5011
1426,0.7756,0.4426
1427,0.7756,0.4042
1428,0.7756,0.3924
1429,0.7756,0.3514
1430,0.7756,0.3537
1431,0.7756,0.3969
1432,0.7756,0.3112
1433,0.7756,0.3946
1434,0.7756,0.4501
1435,0.7756,0.4570
1436,0.7756,0.4143
1437,0.7756,0.5819
1438,0.7756,0.5361
1439,0.7756,0.5734
1440,0.7756,0.4165
1441,0.7756,0.4954
1442,0.7756,0.4266
1443,0.7756,0.3466
1444,0.7756,0.3991
1445,0.7756,0.3873
1446,0.7756,0.2733
1447,0.7756,0.4371
1448,0.7756,0.4301
1449,0.7756,0.4047
1450,0.7756,0.4627
1451,0.7756,0.5538
1452,0.7756,0.3712
1453,0.7756,0.3134
1454,0.7756,0.3832
1455,0.7756,0.4202
1456,0.7756,0.4580
1457,0.7756,0.5062
1458,0.7756,0.4392
1459,0.7756,0.3388
1460,0.7756,0.3785
1461,0.7756,0.4562
1462,0.7756,0.3002
1463,0.7756,0.4145
1464,0.7756,0.2923
1465,0.7756,0.4009
1466,0.7756,0.5081
1467,0.7756,0.4479
1468,0.7756,0.5532
1469,0.7756,0.3371
1470,0.7756,0.3912
1471,0.7756,0.2847
1472,0.7756,0.3649
1473,0.7756,0.4097
1474,0.7756,0.5226
1475,0.7756,0.4569
1476,0.7756,0.4104
1477,0.7756,0.4770
1478,0.7756,0.4376
1479,0.7756,0.3844
1480,0.7756,0.3655
1481,0.7756,0.3443
1482,0.7756,0.3306
1483,0.7756,0.5373
1484,0.7756,0.4753
1485,0.7756,0.4996
1486,0.7756,0.5750
1487,0.7756,0.4768
1488,0.7756,0.4486
1489,0.7756,0.4899
1490,0.7756,0.4384
1491,0.7756,0.5610
1492,0.7756,0.4881
1493,0.7756,0.4006
1494,0.7756,0.4375
1495,0.7756,0.5702
1496,0.7756,0.5456
1497,0.7756,0.3997
1498,0.7756,0.2901
1499,0.7756,0.5310
1500,0.7756,0.3739
1501,0.7756,0.4304
1502,0.7756,0.3897
1503,0.7756,0.3731
1504,0.7756,0.3622
1505,0.7756,0.3098
1506,0.7756,0.3994
1507,0.7756,0.4036
1508,0.7756,0.3575
1509,0.7756,0.3856
1510,0.7756,0.4966
1511,0.7756,0.4329
1512,0.7756,0.3981
1513,0.7756,0.4204
1514,0.7756,0.4258
1515,0.7756,0.3782
1516,0.7756,0.3719
1517,0.7756,0.4259
1518,0.7756,0.4522
1519,0.7756,0.3340
1520,0.7756,0.4896
1521,0.7756,0.4403
1522,0.7756,0.3982
1523,0.7756,0.3762
1524,0.7756,0.4640
1525,0.7756,0.4114
1526,0.7756,0.4996
1527,0.7756,0.4264
1528,0.7756,0.3107
1529,0.7756,0.3933
1530,0.7756,0.5082
1531,0.7756,0.5199
1532,0.7756,0.4359
1533,0.7756,0.4617
1534,0.7756,0.4253
1535,0.7756,0.3711
1536,0.7756,0.3821
1537,0.7756,0.4265
1538,0.7756,0.3362
1539,0.7756,0.3799
1540,0.7756,0.4688
1541,0.7756,0.3376
1542,0.7756,0.3404
1543,0.7756,0.2949
1544,0.7756,0.2983
1545,0.7756,0.3964
1546,0.7756,0.3737
1547,0.7756,0.4326
1548,0.7756,0.4165
1549,0.7756,0.4186
1550,0.7756,0.4600
1551,0.7756,0.5172
1552,0.7756,0.2937
1553,0.7756,0.2166
1554,0.7756,0.3411
1555,0.7756,0.2299
1556,0.7756,0.3597
1557,0.7756,0.3495
1558,0.7756,0.4202
1559,0.7756,0.4764
1560,0.7756,0.5100
1561,0.7756,0.5300
1562,0.7756,0.5447
1563,0.7756,0.4982
1564,0.7756,0.3847
1565,0.7756,0.3901
1566,0.7756,0.3054
1567,0.7756,0.5431
1568,0.7756,0.4266
1569,0.7756,0.4928
1570,0.7756,0.5066
1571,0.7756,0.4438
1572,0.7756,0.4753
1573,0.7756,0.3326
1574,0.7756,0.4247
1575,0.7756,0.2419
1576,0.7756,0.4682
1577,0.7756,0.3931
1578,0.7756,0.4262
1579,0.7756,0.5281
1580,0.7756,0.4994
1581,0.7756,0.5170
1582,0.7756,0.5228
1583,0.7756,0.4633
1584,0.7756,0.3746
1585,0.7756,0.4653
1586,0.7756,0.4112
1587,0.7756,0.3642
1588,0.7756,0.2780
1589,0.7756,0.2705
1590,0.7756,0.4234
1591,0.7756,0.3749
1592,0.7756,0.5114
1593,0.7756,0.4120
1594,0.7756,0.3656
1595,0.7756,0.5274
1596,0.7756,0.3372
1597,0.7756,0.3923
1598,0.7756,0.4059
1599,0.7756,0.3995
1600,0.7756,0.3598
1601,0.7756,0.4627
1602,0.7756,0.3885
1603,0.7756,0.6119
1604,0.7756,0.5599
1605,0.7756,0.5577
1606,0.7756,0.5119
1607,0.7756,0.5114
1608,0.7756,0.4368
1609,0.7756,0.5214
1610,0.7756,0.4283
1611,0.7756,0.5042
1612,0.7756,0.5412
1613,0.7756,0.4934
1614,0.7756,0.4866
1615,0.7756,0.3315
1616,0.7756,0.3315
1617,0.7756,0.5365
1618,0.7756,0.4451
1619,0.7756,0.5030
1620,0.7756,0.4770
1621,0.7756,0.3936
1622,0.7756,0.3575
1623,0.7756,0.4120
1624,0.7756,0.3535
1625,0.7756,0.3957
1626,0.7756,0.3956
1627,0.7756,0.5162
1628,0.7756,0.4876
1629,0.7756,0.4473
1630,0.7756,0.3282
1631,0.7756,0.3389
1632,0.7756,0.4083
1633,0.7756,0.5165
1634,0.7756,0.3617
1635,0.7756,0.4180
1636,0.7756,0.3681
1637,0.7756,0.4302
1638,0.7756,0.3721
1639,0.7756,0.5125
1640,0.7756,0.5935
1641,0.7756,0.2758
1642,0.7756,0.5092
1643,0.7756,0.4888
1644,0.7756,0.4846
1645,0.7756,0.5906
1646,0.7756,0.4807
1647,0.7756,0.5793
1648,0.7756,0.5602
1649,0.7756,0.4843
1650,0.7756,0.4809
1651,0.7756,0.6144
1652,0.7756,0.3762
1653,0.7756,0.3354
1654,0.7756,0.4404
1655,0.7756,0.5917
1656,0.7756,0.5688
1657,0.7756,0.5356
1658,0.7756,0.4770
1659,0.7756,0.2772
1660,0.7756,0.4119
1661,0.7756,0.6482
1662,0.7756,0.5013
1663,0.7756,0.5229
1664,0.7756,0.5648
1665,0.7756,0.4534
1666,0.7756,0.4422
1667,0.7756,0.4014
1668,0.7756,0.5412
1669,0.7756,0.4796
1670,0.7756,0.4980
1671,0.7756,0.4289
1672,0.7756,0.3026
1673,0.7756,0.4086
1674,0.7756,0.3984
1675,0.7756,0.4034
1676,0.7756,0.4268
1677,0.7756,0.5032
1678,0.7756,0.4426
1679,0.7756,0.4332
1680,0.7756,0.3820
1681,0.7756,0.4322
1682,0.7756,0.3783
1683,0.7756,0.4262
1684,0.7756,0.4906
1685,0.7756,0.4938
1686,0.7756,0.5473
1687,0.7756,0.4111
1688,0.7756,0.4518
1689,0.7756,0.4114
1690,0.7756,0.4475
1691,0.7756,0.3415
1692,0.7756,0.4196
1693,0.7756,0.4090
1694,0.7756,0.4628
1695,0.7756,0.4279
1696,0.7756,0.5032
1697,0.7756,0.4553
1698,0.7756,0.3708
1699,0.7756,0.4504
1700,0.7756,0.4251
1701,0.7756,0.6178
1702,0.7756,0.3073
1703,0.7756,0.3881
1704,0.7756,0.4856
1705,0.7756,0.4459
1706,0.7756,0.4830
1707,0.7756,0.4476
1708,0.7756,0.3373
1709,0.7756,0.3668
1710,0.7756,0.4407
1711,0.7756,0.5321
1712,0.7756,0.4624
1713,0.7756,0.4274
1714,0.7756,0.4658
1715,0.7756,0.3793
1716,0.7756,0.4221
1717,0.7756,0.4424
1718,0.7756,0.4784
1719,0.7756,0.5012
1720,0.7756,0.4079
1721,0.7756,0.4881
1722,0.7756,0.3882
1723,0.7756,0.5052
1724,0.7756,0.5108
1725,0.7756,0.4368
1726,0.7756,0.4909
1727,0.7756,0.3070
1728,0.7756,0.4345
1729,0.7756,0.3136
1730,0.7756,0.5203
1731,0.7756,0.4934
1732,0.7756,0.3229
1733,0.7756,0.3495
1734,0.7756,0.4255
1735,0.7756,0.4192
1736,0.7756,0.5321
1737,0.7756,0.4654
1738,0.7756,0.4413
1739,0.7756,0.3630
1740,0.7756,0.3054
1741,0.7756,0.4133
1742,0.7756,0.4508
1743,0.7756,0.5007
1744,0.7756,0.5428
1745,0.7756,0.5463
1746,0.7756,0.2968
1747,0.7756,0.3954
1748,0.7756,0.4043
1749,0.7756,0.2825
1750,0.7756,0.4210
1751,0.7756,0.4732
1752,0.7756,0.4069
1753,0.7756,0.3879
1754,0.7756,0.5201
1755,0.7756,0.4866
1756,0.7756,0.3397
1757,0.7756,0.4916
1758,0.7756,0.4946
1759,0.7756,0.4738
1760,0.7756,0.3884
1761,0.7756,0.3567
1762,0.7756,0.3573
1763,0.7756,0.4133
1764,0.7756,0.3493
1765,0.7756,0.4761
1766,0.7756,0.5350
1767,0.7756,0.4543
1768,0.7756,0.3325
1769,0.7756,0.3569
1770,0.7756,0.3082
1771,0.7756,0.3415
1772,0.7756,0.3683
1773,0.7756,0.3778
1774,0.7756,0.4261
1775,0.7756,0.2831
1776,0.7756,0.4993
1777,0.7756,0.5020
1778,0.7756,0.4942
1779,0.7756,0.3313
1780,0.7756,0.4088
1781,0.7756,0.3052
1782,0.7756,0.4885
1783,0.7756,0.4096
1784,0.7756,0.5001
1785,0.7756,0.4434
1786,0.7756,0.4765
1787,0.7756,0.3870
1788,0.7756,0.3989
1789,0.7756,0.4233
1790,0.7756,0.3630
1791,0.7756,0.4761
1792,0.7756,0.4049
1793,0.7756,0.5252
1794,0.7756,0.4706
1795,0.7756,0.3916
1796,0.7756,0.5098
1797,0.7756,0.4826
1798,0.7756,0.5976
1799,0.7756,0.3957
1800,0.7756,0.4290
1801,0.7756,0.5035
1802,0.7756,0.4312
1803,0.7756,0.5644
1804,0.7756,0.3807
1805,0.7756,0.3345
1806,0.7756,0.3945
1807,0.7756,0.4225
1808,0.7756,0.4774
1809,0.7756,0.4425
1810,0.7756,0.4516
1811,0.7756,0.3824
1812,0.7756,0.4816
1813,0.7756,0.5418
1814,0.7756,0.5170
1815,0.7756,0.4653
1816,0.7756,0.3904
1817,0.7756,0.5051
1818,0.7756,0.3920
1819,0.7756,0.2516
1820,0.7756,0.4306
1821,0.7756,0.5081
1822,0.7756,0.4655
1823,0.7756,0.4268
1824,0.7756,0.3283
1825,0.7756,0.4503
1826,0.7756,0.5878
1827,0.7756,0.5129
1828,0.7756,0.4365
1829,0.7756,0.4566
1830,0.7756,0.5836
1831,0.7756,0.3921
1832,0.7756,0.4151
1833,0.7756,0.4362
1834,0.7756,0.4787
1835,0.7756,0.5056
1836,0.7756,0.3497
1837,0.7756,0.3962
1838,0.7756,0.4508
1839,0.7756,0.4630
1840,0.7756,0.3933
1841,0.7756,0.4086
1842,0.7756,0.4853
1843,0.7756,0.3502
1844,0.7756,0.3541
1845,0.7756,0.2953
1846,0.7756,0.3313
1847,0.7756,0.4249
1848,0.7756,0.4455
1849,0.7756,0.4943
1850,0.7756,0.4779
1851,0.7756,0.4458
1852,0.7756,0.4194
1853,0.7756,0.4477
1854,0.7756,0.4203
1855,0.7756,0.5074
1856,0.7756,0.3940
1857,0.7756,0.5476
1858,0.7756,0.4152
1859,0.7756,0.4731
1860,0.7756,0.3818
1861,0.7756,0.3324
1862,0.7756,0.3831
1863,0.7756,0.4216
1864,0.7756,0.3501
1865,0.7756,0.3976
1866,0.7756,0.4696
1867,0.7756,0.5392
1868,0.7756,0.4926
1869,0.7756,0.4805
1870,0.7756,0.4399
1871,0.7756,0.4538
1872,0.7756,0.5018
1873,0.7756,0.4345
1874,0.7756,0.4235
1875,0.7756,0.4056
1876,0.7756,0.4595
1877,0.7756,0.4606
1878,0.7756,0.4327
1879,0.7756,0.4719
1880,0.7756,0.3238
1881,0.7756,0.4571
1882,0.7756,0.3804
1883,0.7756,0.3241
1884,0.7756,0.3805
1885,0.7756,0.5835
1886,0.7756,0.3931
1887,0.7756,0.3871
1888,0.7756,0.5704
1889,0.7756,0.5097
1890,0.7756,0.4246
1891,0.7756,0.4648
1892,0.7756,0.3131
1893,0.7756,0.4060
1894,0.7756,0.4401
1895,0.7756,0.4015
1896,0.7756,0.4129
1897,0.7756,0.4319
1898,0.7756,0.5485
1899,0.7756,0.3991
1900,0.7756,0.4243
1901,0.7756,0.4191
1902,0.7756,0.3858
1903,0.7756,0.3982
1904,0.7756,0.4507
1905,0.7756,0.4150
1906,0.7756,0.4904
1907,0.7756,0.4915
1908,0.7756,0.3686
1909,0.7756,0.4914
1910,0.7756,0.2985
1911,0.7756,0.3160
1912,0.7756,0.4821
1913,0.7756,0.4034
1914,0.7756,0.5268
1915,0.7756,0.5010
1916,0.7756,0.4481
1917,0.7756,0.2919
1918,0.7756,0.3997
1919,0.7756,0.4514
1920,0.7756,0.4553
1921,0.7756,0.4650
1922,0.7756,0.3147
